,Content ID,User ID,Reaction Type,Datetime,User ID,,,,Content ,Category,Sentiment,Score
54,9f737e0a-3cdd-4d29-9d24-753f4e3be810,48e26178-5cdd-4568-9990-d3bc5937910b,like,15-03-2021 12:17,beb1f34e-7870-46d6-9fc7-2e12eb83ce43,,,,photo,healthy eating,positive,50
55,9f737e0a-3cdd-4d29-9d24-753f4e3be810,3efc3621-873a-4b80-a0cb-27e531d600be,love,05-05-2021 16:26,beb1f34e-7870-46d6-9fc7-2e12eb83ce43,,,,photo,healthy eating,positive,65
56,9f737e0a-3cdd-4d29-9d24-753f4e3be810,,love,31-08-2020 00:21,beb1f34e-7870-46d6-9fc7-2e12eb83ce43,,,,photo,healthy eating,positive,65
57,9f737e0a-3cdd-4d29-9d24-753f4e3be810,91fa7240-3d29-4dd0-baf1-ace7742a6e3f,heart,16-06-2021 03:02,beb1f34e-7870-46d6-9fc7-2e12eb83ce43,,,,photo,healthy eating,positive,60
58,9f737e0a-3cdd-4d29-9d24-753f4e3be810,afab7336-04d3-45fe-8917-0327c56e7435,indifferent,07-07-2020 10:52,beb1f34e-7870-46d6-9fc7-2e12eb83ce43,,,,photo,healthy eating,neutral,20
59,9f737e0a-3cdd-4d29-9d24-753f4e3be810,78703a69-8edc-458f-b0fc-85d96501dcdc,peeking,20-08-2020 07:59,beb1f34e-7870-46d6-9fc7-2e12eb83ce43,,,,photo,healthy eating,neutral,35
60,9f737e0a-3cdd-4d29-9d24-753f4e3be810,054b5d2a-7ee3-49c8-912a-1cf58389ae60,love,23-09-2020 11:15,beb1f34e-7870-46d6-9fc7-2e12eb83ce43,,,,photo,healthy eating,positive,65
61,9f737e0a-3cdd-4d29-9d24-753f4e3be810,7adafb3c-7c7c-492b-be5b-5ddd9ff1316a,like,24-03-2021 05:56,beb1f34e-7870-46d6-9fc7-2e12eb83ce43,,,,photo,healthy eating,positive,50
,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A
63,230c4e4d-70c3-461d-b42c-ec09396efb3f,ad4bd878-55e7-487c-a4db-470b23bbd832,hate,07-12-2020 19:13,a5c65404-5894-4b87-82f2-d787cbee86b4,,,,photo,healthy eating,negative,5
64,230c4e4d-70c3-461d-b42c-ec09396efb3f,425b7021-0409-4358-af39-2bff14197d0a,super love,03-08-2020 16:41,a5c65404-5894-4b87-82f2-d787cbee86b4,,,,photo,healthy eating,positive,75
65,230c4e4d-70c3-461d-b42c-ec09396efb3f,15cf4392-8541-422b-8957-a9c0380c11d9,adore,10-01-2021 15:36,a5c65404-5894-4b87-82f2-d787cbee86b4,,,,photo,healthy eating,positive,72
66,230c4e4d-70c3-461d-b42c-ec09396efb3f,4c731e48-0377-4d7d-b4c8-b2174b774ed8,scared,20-09-2020 08:48,a5c65404-5894-4b87-82f2-d787cbee86b4,,,,photo,healthy eating,negative,15
67,230c4e4d-70c3-461d-b42c-ec09396efb3f,64b33556-9ecf-4ebc-8b4c-f829ab1a4881,cherish,20-07-2020 14:06,a5c65404-5894-4b87-82f2-d787cbee86b4,,,,photo,healthy eating,positive,70
68,230c4e4d-70c3-461d-b42c-ec09396efb3f,d0ea9a00-4ea9-4c81-b16a-a20b72f824ea,adore,24-10-2020 12:15,a5c65404-5894-4b87-82f2-d787cbee86b4,,,,photo,healthy eating,positive,72
69,230c4e4d-70c3-461d-b42c-ec09396efb3f,cfe50481-7c50-48fa-97fa-89b6f137e1bd,interested,06-06-2021 01:27,a5c65404-5894-4b87-82f2-d787cbee86b4,,,,photo,healthy eating,positive,30
70,230c4e4d-70c3-461d-b42c-ec09396efb3f,54a8e072-5369-4122-9189-43b55e1a4ba2,heart,25-12-2020 00:09,a5c65404-5894-4b87-82f2-d787cbee86b4,,,,photo,healthy eating,positive,60
71,230c4e4d-70c3-461d-b42c-ec09396efb3f,15c2ba5b-eeb6-4d9b-a0e2-7d5461a21c0a,like,14-06-2021 07:56,a5c65404-5894-4b87-82f2-d787cbee86b4,,,,photo,healthy eating,positive,50
72,230c4e4d-70c3-461d-b42c-ec09396efb3f,,like,05-06-2021 18:00,a5c65404-5894-4b87-82f2-d787cbee86b4,,,,photo,healthy eating,positive,50
73,230c4e4d-70c3-461d-b42c-ec09396efb3f,d71363d5-6468-44b0-b641-94c4776bce98,hate,18-11-2020 23:37,a5c65404-5894-4b87-82f2-d787cbee86b4,,,,photo,healthy eating,negative,5
74,230c4e4d-70c3-461d-b42c-ec09396efb3f,acbac577-54c9-4476-af3c-a3241a3f4a19,interested,09-05-2021 02:42,a5c65404-5894-4b87-82f2-d787cbee86b4,,,,photo,healthy eating,positive,30
75,230c4e4d-70c3-461d-b42c-ec09396efb3f,89d6bd9d-ce6b-42e5-bb9b-ece3b338396d,dislike,11-05-2021 08:38,a5c65404-5894-4b87-82f2-d787cbee86b4,,,,photo,healthy eating,negative,10
76,230c4e4d-70c3-461d-b42c-ec09396efb3f,5870e611-6218-48e1-a9a0-ba86fe5598f7,peeking,12-11-2020 08:00,a5c65404-5894-4b87-82f2-d787cbee86b4,,,,photo,healthy eating,neutral,35
77,230c4e4d-70c3-461d-b42c-ec09396efb3f,b76ebf8d-3f04-4e7f-aec8-22575f68d9e2,heart,21-06-2020 16:57,a5c65404-5894-4b87-82f2-d787cbee86b4,,,,photo,healthy eating,positive,60
78,230c4e4d-70c3-461d-b42c-ec09396efb3f,a6668254-c779-424c-8c8b-1762bf45916e,super love,04-03-2021 23:58,a5c65404-5894-4b87-82f2-d787cbee86b4,,,,photo,healthy eating,positive,75
79,230c4e4d-70c3-461d-b42c-ec09396efb3f,7f8ef27a-73f4-4bc1-aa62-f8aaea817294,want,09-07-2020 16:47,a5c65404-5894-4b87-82f2-d787cbee86b4,,,,photo,healthy eating,positive,70
80,230c4e4d-70c3-461d-b42c-ec09396efb3f,b6d04982-1509-41ab-a700-b390d6cb4d02,hate,01-08-2020 19:16,a5c65404-5894-4b87-82f2-d787cbee86b4,,,,photo,healthy eating,negative,5
81,230c4e4d-70c3-461d-b42c-ec09396efb3f,225f147b-0951-40a8-96fb-2ceba9f3153a,dislike,23-11-2020 22:46,a5c65404-5894-4b87-82f2-d787cbee86b4,,,,photo,healthy eating,negative,10
82,230c4e4d-70c3-461d-b42c-ec09396efb3f,,scared,11-12-2020 14:08,a5c65404-5894-4b87-82f2-d787cbee86b4,,,,photo,healthy eating,negative,15
83,230c4e4d-70c3-461d-b42c-ec09396efb3f,e74edcea-5db4-4412-a4ce-eb7c5adc314a,dislike,23-04-2021 23:41,a5c65404-5894-4b87-82f2-d787cbee86b4,,,,photo,healthy eating,negative,10
84,230c4e4d-70c3-461d-b42c-ec09396efb3f,9b6d35f9-5e15-4cd0-a8d7-b1f3340e02c4,want,13-11-2020 00:33,a5c65404-5894-4b87-82f2-d787cbee86b4,,,,photo,healthy eating,positive,70
85,230c4e4d-70c3-461d-b42c-ec09396efb3f,ab9a4d70-3ae4-48d6-b161-c18bd687c3b4,interested,09-06-2021 10:13,a5c65404-5894-4b87-82f2-d787cbee86b4,,,,photo,healthy eating,positive,30
86,230c4e4d-70c3-461d-b42c-ec09396efb3f,94bf7864-a52e-405e-a729-9702bf79c234,love,29-10-2020 19:41,a5c65404-5894-4b87-82f2-d787cbee86b4,,,,photo,healthy eating,positive,65
87,230c4e4d-70c3-461d-b42c-ec09396efb3f,31d378e7-9e95-4e8a-b564-7fd346027dfe,heart,14-05-2021 12:47,a5c65404-5894-4b87-82f2-d787cbee86b4,,,,photo,healthy eating,positive,60
88,230c4e4d-70c3-461d-b42c-ec09396efb3f,ef147ea5-9696-44d5-b6c2-a43f62fd8ce2,disgust,04-08-2020 05:40,a5c65404-5894-4b87-82f2-d787cbee86b4,,,,photo,healthy eating,negative,0
89,230c4e4d-70c3-461d-b42c-ec09396efb3f,29ba1f29-2e45-41bd-9c43-05d0dae6c1c6,adore,07-08-2020 04:09,a5c65404-5894-4b87-82f2-d787cbee86b4,,,,photo,healthy eating,positive,72
90,230c4e4d-70c3-461d-b42c-ec09396efb3f,cab84c6a-e342-43ab-85a1-9c6ac1e93bac,adore,23-10-2020 21:19,a5c65404-5894-4b87-82f2-d787cbee86b4,,,,photo,healthy eating,positive,72
91,230c4e4d-70c3-461d-b42c-ec09396efb3f,ba55c3a8-5ab2-486a-8c90-b972117453bb,adore,14-11-2020 23:53,a5c65404-5894-4b87-82f2-d787cbee86b4,,,,photo,healthy eating,positive,72
92,230c4e4d-70c3-461d-b42c-ec09396efb3f,,worried,04-08-2020 19:26,a5c65404-5894-4b87-82f2-d787cbee86b4,,,,photo,healthy eating,negative,12
93,230c4e4d-70c3-461d-b42c-ec09396efb3f,9a84c667-c913-47ce-be69-0f847dbfe0db,interested,12-11-2020 04:54,a5c65404-5894-4b87-82f2-d787cbee86b4,,,,photo,healthy eating,positive,30
,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A
95,356fff80-da4d-4785-9f43-bc1261031dc6,c8145b49-3841-466e-9d49-a636ce2e7d1f,worried,03-04-2021 12:17,9fb4ce88-fac1-406c-8544-1a899cee7aaf,,,,photo,technology,negative,12
96,356fff80-da4d-4785-9f43-bc1261031dc6,ef56931b-540b-4166-9090-73ae48ac8d97,want,27-09-2020 22:15,9fb4ce88-fac1-406c-8544-1a899cee7aaf,,,,photo,technology,positive,70
97,356fff80-da4d-4785-9f43-bc1261031dc6,241d5c6e-06c7-491b-b23e-f8d6ddc0240a,heart,27-10-2020 05:45,9fb4ce88-fac1-406c-8544-1a899cee7aaf,,,,photo,technology,positive,60
98,356fff80-da4d-4785-9f43-bc1261031dc6,8f41c07f-db4f-44f3-ae81-1f99cee047eb,scared,15-10-2020 09:11,9fb4ce88-fac1-406c-8544-1a899cee7aaf,,,,photo,technology,negative,15
99,356fff80-da4d-4785-9f43-bc1261031dc6,2ef20e99-8be8-4ab6-a817-83991f7a0fa3,heart,07-05-2021 09:16,9fb4ce88-fac1-406c-8544-1a899cee7aaf,,,,photo,technology,positive,60
100,356fff80-da4d-4785-9f43-bc1261031dc6,0c5b0547-820a-4beb-832e-3162f74ccfa7,hate,16-09-2020 08:39,9fb4ce88-fac1-406c-8544-1a899cee7aaf,,,,photo,technology,negative,5
101,356fff80-da4d-4785-9f43-bc1261031dc6,de1d478e-3552-4223-b039-d3086cc485ec,indifferent,29-10-2020 15:38,9fb4ce88-fac1-406c-8544-1a899cee7aaf,,,,photo,technology,neutral,20
,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A
103,01ab84dd-6364-4236-abbb-3f237db77180,f9ecf6a2-8402-43b3-bf22-8cd54394ea02,scared,24-05-2021 18:03,e206e31b-5f85-4964-b6ea-d7ee5324def1,,,,video,food,negative,15
,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A
105,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,b7fb2028-4cfc-440b-a1b1-4101f12f7abe,interested,25-02-2021 20:02,4607d7b0-3313-49b8-9f73-5b8227fc5b67,,,,GIF,cooking,positive,30
106,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,2546684f-0387-4c46-b19b-9a5ddb2ef221,hate,02-05-2021 03:45,4607d7b0-3313-49b8-9f73-5b8227fc5b67,,,,GIF,cooking,negative,5
107,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,bc142f57-1307-46c6-9975-8c3a1e5f540c,want,28-01-2021 08:49,4607d7b0-3313-49b8-9f73-5b8227fc5b67,,,,GIF,cooking,positive,70
108,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,766886c9-a63a-4446-bb4a-07d611b3b212,peeking,15-02-2021 13:06,4607d7b0-3313-49b8-9f73-5b8227fc5b67,,,,GIF,cooking,neutral,35
109,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,d16ed6bf-d35e-463b-92b0-393ee67e220c,dislike,04-11-2020 21:25,4607d7b0-3313-49b8-9f73-5b8227fc5b67,,,,GIF,cooking,negative,10
110,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,4172c4ea-8fd9-4e50-bd2c-7020eab84f34,love,23-06-2020 22:12,4607d7b0-3313-49b8-9f73-5b8227fc5b67,,,,GIF,cooking,positive,65
111,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,132b1407-16fa-48f8-8112-3e426974bbb7,cherish,16-02-2021 04:01,4607d7b0-3313-49b8-9f73-5b8227fc5b67,,,,GIF,cooking,positive,70
112,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,9bb5d084-0b28-4352-8591-5b5a4efecdf0,interested,03-01-2021 08:44,4607d7b0-3313-49b8-9f73-5b8227fc5b67,,,,GIF,cooking,positive,30
113,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,49da0743-cb4d-4c84-b6a2-537bbe7256d1,adore,25-11-2020 12:45,4607d7b0-3313-49b8-9f73-5b8227fc5b67,,,,GIF,cooking,positive,72
114,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,,like,03-12-2020 16:47,4607d7b0-3313-49b8-9f73-5b8227fc5b67,,,,GIF,cooking,positive,50
115,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,8b49caad-bcc5-43de-bf40-34a66ff8805c,like,22-05-2021 21:03,4607d7b0-3313-49b8-9f73-5b8227fc5b67,,,,GIF,cooking,positive,50
116,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,4c0558bc-b0d9-44b0-8b70-5fc6acb6c362,cherish,18-01-2021 13:39,4607d7b0-3313-49b8-9f73-5b8227fc5b67,,,,GIF,cooking,positive,70
117,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,3205ad12-726a-4b65-a15a-1a899a9d310b,indifferent,06-01-2021 00:35,4607d7b0-3313-49b8-9f73-5b8227fc5b67,,,,GIF,cooking,neutral,20
118,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,1f81cb56-5258-4f9e-ab2c-4dfb581b44cb,adore,14-05-2021 14:33,4607d7b0-3313-49b8-9f73-5b8227fc5b67,,,,GIF,cooking,positive,72
119,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,15c2ba5b-eeb6-4d9b-a0e2-7d5461a21c0a,worried,27-05-2021 15:21,4607d7b0-3313-49b8-9f73-5b8227fc5b67,,,,GIF,cooking,negative,12
120,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,80fc5e28-17ac-4e79-b9df-0d500abbe8b5,peeking,21-07-2020 02:12,4607d7b0-3313-49b8-9f73-5b8227fc5b67,,,,GIF,cooking,neutral,35
121,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,48bed4d7-0329-472c-96d9-b23a103eb834,dislike,26-05-2021 06:09,4607d7b0-3313-49b8-9f73-5b8227fc5b67,,,,GIF,cooking,negative,10
122,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,cab84c6a-e342-43ab-85a1-9c6ac1e93bac,dislike,25-02-2021 03:16,4607d7b0-3313-49b8-9f73-5b8227fc5b67,,,,GIF,cooking,negative,10
123,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,0c347562-ce55-450b-91ab-0707662b36f5,intrigued,07-12-2020 22:50,4607d7b0-3313-49b8-9f73-5b8227fc5b67,,,,GIF,cooking,positive,45
124,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,,indifferent,24-10-2020 14:06,4607d7b0-3313-49b8-9f73-5b8227fc5b67,,,,GIF,cooking,neutral,20
125,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,a6f003be-b0fd-4100-b4cc-f568a21b9745,peeking,01-09-2020 21:18,4607d7b0-3313-49b8-9f73-5b8227fc5b67,,,,GIF,cooking,neutral,35
126,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,d27670c9-f85e-43e0-80a7-122cba908f10,adore,10-05-2021 22:07,4607d7b0-3313-49b8-9f73-5b8227fc5b67,,,,GIF,cooking,positive,72
,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A
